cic,industry,obs,employment,members,covered,percentmem,percentcov,year
1180,Animal slaughtering and processing,741000,593723,90409,98854,15.23,16.65,2019
1190,Retail bakeries,221000,201019,11888,16060,5.91,7.99,2019
1270,"Bakeries, except retail",231000,227248,21597,25127,9.5,11.06,2019
1280,"Seafood and other miscellaneous foods, n.e.c.",203000,183270,13848,15411,7.56,8.41,2019
1290,Not specified food industries,75000,67413,8228,8873,12.21,13.16,2019
1370,Beverage manufacturing,268000,269934,29259,32331,10.84,11.98,2019
1390,Tobacco manufacturing,7000,7468,1010,1010,13.53,13.53,2019
1470,"Fiber, yarn, and thread mills",9000,8670,0,0,0.0,0.0,2019
1480,"Fabric mills, except knitting",79000,82915,2921,2921,3.52,3.52,2019
1490,Textile and fabric finishing and coating mills,19000,17377,1114,1114,6.42,6.42,2019
1570,Carpet and rug mills,70000,68913,0,1245,0.0,1.81,2019
1590,"Textile product mills, except carpet and rug",64000,60701,612,1806,1.01,2.98,2019
1670,"Knitting mills, and apparel knitting mills",11000,9645,0,0,0.0,0.0,2019
1680,Cut and sew apparel manufacturing,174000,188718,6595,8390,3.49,4.45,2019
1690,Apparel accessories and other apparel manufacturing,13000,12024,2144,2144,17.84,17.84,2019
1770,Footwear manufacturing,25000,23264,3320,3320,14.27,14.27,2019
1790,Leather tanning and finishing and other allied products manufacturing,14000,15222,0,0,0.0,0.0,2019
1870,"Pulp, paper, and paperboard mills",254000,218743,53131,58943,24.29,26.95,2019
1880,Paperboard containers and boxes,107000,110355,6918,12164,6.27,11.02,2019
1890,Miscellaneous paper and pulp products,74000,61743,6146,6146,9.96,9.96,2019
1990,Printing and related support activities,448000,427863,15946,17930,3.73,4.19,2019
2070,Petroleum refining,238000,193764,31077,33813,16.04,17.45,2019
2090,Miscellaneous petroleum and coal products,20000,19543,2939,2939,15.04,15.04,2019
2170,"Resin, synthetic rubber and fibers, and filaments manufacturing",177000,175805,8526,9173,4.85,5.22,2019
2180,Agricultural chemical manufacturing,52000,41760,1456,2274,3.49,5.45,2019
2190,Pharmaceutical and medicine manufacturing,579000,581123,6550,9427,1.13,1.62,2019
2270,"Paint, coating, and adhesives manufacturing",73000,74808,3134,3134,4.19,4.19,2019
2280,"Soap, cleaning compound, and cosmetic manufacturing",147000,150808,5916,5916,3.92,3.92,2019
2290,Industrial and miscellaneous chemicals,446000,405784,33738,40695,8.31,10.03,2019
2370,Plastics product manufacturing,446000,411342,10872,12753,2.64,3.1,2019
2380,Tire manufacturing,65000,66282,5259,6323,7.93,9.54,2019
2390,"Rubber products, except tires, manufacturing",80000,75346,5645,5932,7.49,7.87,2019
5000,DURABLE GOODS MANUFACTURING,10193000,9592766,849778,933469,8.86,9.73,2019
2470,"Pottery, ceramics, and plumbing fixture manufacturing",27000,19949,3614,3614,18.12,18.12,2019
2480,Structural clay product manufacturing,29000,31664,1272,1272,4.02,4.02,2019
2490,Glass and glass product manufacturing,139000,140705,14623,17668,10.39,12.56,2019
2570,"Cement, concrete, lime, and gypsum product manufacturing",185000,160879,20239,21297,12.58,13.24,2019
2590,Miscellaneous nonmetallic mineral product manufacturing,92000,84380,10049,10232,11.91,12.13,2019
2670,Iron and steel mills and steel product manufacturing,302000,277962,62127,63469,22.35,22.83,2019
2680,Aluminum production and processing,83000,76430,15019,17090,19.65,22.36,2019
2690,Nonferrous metal (except aluminum) production and processing,62000,56206,3364,6296,5.99,11.2,2019
2770,Foundries,72000,64571,11809,11809,18.29,18.29,2019
2780,Metal forgings and stampings,47000,47478,7273,7273,15.32,15.32,2019
2790,Cutlery and hand tool manufacturing,45000,42923,4235,4831,9.87,11.25,2019
2870,"Structural metals, and boiler, tank, and shipping container manufacturing",361000,336962,40194,41097,11.93,12.2,2019
2880,"Machine shops; turned product; screw, nut, and bolt manufacturing",333000,305326,14673,15255,4.81,5.0,2019
2890,"Coating, engraving, heat treating and allied activities",63000,62431,3020,3286,4.84,5.26,2019
2970,Ordnance,67000,38214,1113,3390,2.91,8.87,2019
2980,Miscellaneous fabricated metal products manufacturing,403000,383051,28736,32029,7.5,8.36,2019
2990,Not specified metal industries,36000,38563,2150,2150,5.58,5.58,2019
3070,Agricultural implement manufacturing,150000,99330,9789,12088,9.86,12.17,2019
3080,"Construction, and mining and oil and gas field machinery manufacturing",176000,135938,5641,5763,4.15,4.24,2019
3095,Commercial and service industry machinery manufacturing,67000,62097,1376,1376,2.22,2.22,2019
3170,Metalworking machinery manufacturing,125000,121745,10435,11248,8.57,9.24,2019
3180,"Engines, turbines, and power transmission equipment manufacturing",46000,45504,3511,3511,7.72,7.72,2019
3190,"Machinery manufacturing, n.e.c.",742000,693928,56953,62214,8.21,8.97,2019
3365,Computer and peripheral equipment manufacturing,162000,155321,2115,2115,1.36,1.36,2019
3370,"Communications, and audio and video equipment manufacturing",102000,114170,2562,2562,2.24,2.24,2019
3380,"Navigational, measuring, electromedical, and control instruments manufacturing",193000,185888,8599,10212,4.63,5.49,2019
3390,"Electronic component and product manufacturing, n.e.c.",625000,558415,4876,7388,0.87,1.32,2019
3470,Household appliance manufacturing,99000,92355,15382,15804,16.66,17.11,2019
3490,"Electrical lighting and electrical equipment manufacturing, and other electrical",332000,317378,9224,10609,2.91,3.34,2019
3570,Motor vehicles and motor vehicle equipment manufacturing,1371000,1407573,198301,215860,14.09,15.34,2019
3580,Aircraft and parts manufacturing,868000,841113,125453,137792,14.92,16.38,2019
3590,Aerospace product and parts manufacturing,52000,51812,6020,6593,11.62,12.73,2019
3670,Railroad rolling stock manufacturing,26000,24499,488,1136,1.99,4.64,2019
3680,Ship and boat building,216000,165440,36142,41350,21.85,24.99,2019
3690,Other transportation equipment manufacturing,42000,41937,3230,3230,7.7,7.7,2019
3770,Sawmills and wood preservation,166000,127636,9317,9834,7.3,7.71,2019
3780,"Veneer, plywood, and engineered wood products",57000,46498,4043,4043,8.7,8.7,2019
3790,Prefabricated wood buildings and mobile homes,37000,30019,421,421,1.4,1.4,2019
3875,Miscellaneous wood products,240000,226878,6875,10479,3.03,4.62,2019
3895,Furniture and related product manufacturing,410000,377269,20967,24024,5.56,6.37,2019
3960,Medical equipment and supplies manufacturing,647000,626315,19630,22116,3.13,3.53,2019
3970,"Sporting and athletic goods, and doll, toy and game manufacturing",90000,89932,1418,1418,1.58,1.58,2019
3980,"Miscellaneous manufacturing, n.e.c.",534000,490032,22505,25377,4.59,5.18,2019
3990,Not specified manufacturing industries,272000,296032,20978,22827,7.09,7.71,2019
6000,WHOLESALE TRADE,3439000,3188055,143379,160139,4.5,5.02,2019
4070,"Motor vehicles, parts and supplies, merchant wholesalers",161000,156592,114,114,0.07,0.07,2019
4080,"Furniture and home furnishing, merchant wholesalers",51000,58831,2439,2439,4.15,4.15,2019
4090,"Lumber and other construction materials, merchant wholesalers",154000,135882,3596,3596,2.65,2.65,2019
4170,"Professional and commercial equipment and supplies, merchant wholesalers",303000,308103,2623,4769,0.85,1.55,2019
4180,"Metals and minerals, except petroleum, merchant wholesalers",52000,48492,3199,3199,6.6,6.6,2019
4195,"Electrical and electronic goods, merchant wholesalers",203000,203525,10271,10685,5.05,5.25,2019
4265,"Hardware, plumbing and heating equipment, and supplies, merchant wholesalers",168000,148759,1274,1274,0.86,0.86,2019
4270,"Machinery, equipment, and supplies, merchant wholesalers",410000,335722,10381,12788,3.09,3.81,2019
4280,"Recyclable material, merchant wholesalers",74000,65157,1964,1964,3.02,3.02,2019
4290,"Miscellaneous durable goods, merchant wholesalers",57000,58968,2444,3795,4.15,6.44,2019
4370,"Paper and paper products, merchant wholesalers",41000,35296,919,1992,2.6,5.65,2019
4380,"Drugs, sundries, and chemical and allied products, merchant wholesalers",212000,212897,3825,5276,1.8,2.48,2019
4390,"Apparel, fabrics, and notions, merchant wholesalers",78000,80076,489,489,0.61,0.61,2019
4470,"Groceries and related products, merchant wholesalers",784000,747064,71527,78929,9.57,10.57,2019
4480,"Farm product raw materials, merchant wholesalers",88000,56190,460,460,0.82,0.82,2019
4490,"Petroleum and petroleum products, merchant wholesalers",159000,122159,8492,8492,6.95,6.95,2019
4560,"Alcoholic beverages, merchant wholesalers",114000,97912,7457,7973,7.62,8.14,2019
4570,"Farm supplies, merchant wholesalers",63000,48146,0,0,0.0,0.0,2019
4580,"Miscellaneous nondurable goods, merchant wholesalers",162000,161456,8002,8002,4.96,4.96,2019
4585,"Wholesale electronics markets, agents and brokers",64000,60775,1023,1023,1.68,1.68,2019
4590,Not specified wholesale trade,41000,46045,2869,2869,6.23,6.23,2019
7000,RETAIL TRADE,16402000,15021528,608056,713443,4.05,4.75,2019
4670,Automobile dealers,1349000,1219348,27518,32167,2.26,2.64,2019
4680,Other motor vehicle dealers,154000,122277,3184,3184,2.6,2.6,2019
4690,"Auto parts, accessories, and tire stores",594000,521081,7278,8207,1.4,1.58,2019
4770,Furniture and home furnishings stores,515000,474006,6426,9842,1.36,2.08,2019
4780,Household appliance stores,56000,48539,1256,1256,2.59,2.59,2019
4795,"Radio, TV, and computer stores",453000,452496,8153,11699,1.8,2.59,2019
4870,Building material and supplies dealers,1109000,979742,15034,20809,1.53,2.12,2019
4880,Hardware stores,234000,194445,1295,2502,0.67,1.29,2019
4890,Lawn and garden equipment and supplies stores,315000,233720,3400,3612,1.45,1.55,2019
4970,Grocery stores,2857000,2624879,367281,397461,13.99,15.14,2019
4980,Specialty food stores,205000,191406,9608,9608,5.02,5.02,2019
4990,"Beer, wine, and liquor stores",125000,111687,2005,2005,1.8,1.8,2019
5070,Pharmacies and drug stores,972000,881726,36286,48488,4.12,5.5,2019
5080,"Health and personal care, except drug, stores",383000,368823,6093,6093,1.65,1.65,2019
5090,Gasoline stations,573000,505132,6498,8113,1.29,1.61,2019
5170,Clothing stores,911000,887625,6158,9709,0.69,1.09,2019
5180,Shoe stores,147000,145203,0,0,0.0,0.0,2019
5190,"Jewelry, luggage, and leather goods stores",139000,119035,3336,3336,2.8,2.8,2019
5275,"Sporting goods, camera, and hobby and toy stores",450000,387915,1913,3722,0.49,0.96,2019
5280,"Sewing, needlework and piece goods stores",32000,30657,0,0,0.0,0.0,2019
5295,Music stores,30000,29592,0,0,0.0,0.0,2019
5370,Book stores and news dealers,85000,80094,2308,2308,2.88,2.88,2019
5380,Department stores and discount stores,2055000,1864657,43055,58380,2.31,3.13,2019
5390,Miscellaneous general merchandise stores,663000,605771,16072,25150,2.65,4.15,2019
5470,Retail florists,73000,65298,924,924,1.42,1.42,2019
5480,Office supplies and stationery stores,138000,122685,0,0,0.0,0.0,2019
5490,Used merchandise stores,206000,190719,3657,7675,1.92,4.02,2019
5570,"Gift, novelty, and souvenir shops",105000,78724,849,1516,1.08,1.93,2019
5580,Miscellaneous retail stores,424000,392174,7216,10161,1.84,2.59,2019
5590,Electronic shopping,391000,441563,2668,5734,0.6,1.3,2019
5591,Electronic auctions,9000,9465,1677,1677,17.73,17.73,2019
5592,Mail order houses,77000,81703,1135,1135,1.39,1.39,2019
5670,Vending machine operators,34000,32566,1341,1341,4.12,4.12,2019
5680,Fuel dealers,110000,82676,1290,1290,1.56,1.56,2019
5690,Other direct selling establishments,72000,62139,1311,1311,2.11,2.11,2019
5790,Not specified retail trade,357000,381943,11815,13011,3.09,3.41,2019
8000,TRANSPORTATION & WAREHOUSING,6865000,6638122,1465551,1596765,22.08,24.05,2019
6070,Air transportation,645000,633260,234810,249420,37.08,39.39,2019
6080,Rail transportation,304000,236444,141838,143978,59.99,60.89,2019
6090,Water transportation,87000,76132,7059,7488,9.27,9.84,2019
6170,Truck transportation,1764000,1631809,119673,144163,7.33,8.83,2019
6180,Bus service and urban transit,479000,479543,174726,185780,36.44,38.74,2019
6190,Taxi and limousine service,438000,487281,26988,33956,5.54,6.97,2019
6270,Pipeline transportation,53000,39033,6313,6313,16.17,16.17,2019
6280,Scenic and sightseeing transportation,53000,32069,6197,6197,19.33,19.33,2019
6290,Services incidental to transportation,766000,745544,145092,157825,19.46,21.17,2019
6370,Postal Service,719000,636319,386243,417488,60.7,65.61,2019
6380,Couriers and messengers,880000,889298,183036,201078,20.58,22.61,2019
6390,Warehousing and storage,677000,751384,33570,43073,4.47,5.73,2019
9000,INFORMATION,2680000,2547719,277795,302113,10.9,11.86,2019
6470,Newspaper publishers,166000,133096,8538,8813,6.42,6.62,2019
6480,"Periodical, book, and directory publishers",183000,173461,4163,5497,2.4,3.17,2019
6490,Software publishers,57000,56343,394,394,0.7,0.7,2019
6570,Motion pictures and video industries,335000,354119,51803,54775,14.63,15.47,2019
6590,Sound recording industries,29000,33829,984,2191,2.91,6.48,2019
6670,Radio and television broadcasting and cable subscription programming,505000,485851,54253,58895,11.17,12.12,2019
6672,Internet publishing and broadcasting and web search portals,148000,153477,4622,5751,3.01,3.75,2019
6680,Wired telecommunications carriers,474000,432052,75494,78964,17.47,18.28,2019
6690,Other telecommunication services,397000,389508,39716,46123,10.2,11.84,2019
6695,"Data processing, hosting, and related services",90000,81837,989,989,1.21,1.21,2019
6770,Libraries and archives,259000,229107,36647,39062,16.0,17.05,2019
6780,Other information services,37000,25034,187,654,0.75,2.61,2019
10000,FINANCE & INSURANCE,7553000,7097861,116652,158720,1.64,2.24,2019
6870,Banking and related activities,2301000,2064780,21572,31896,1.04,1.54,2019
6880,"Savings institutions, including credit unions",346000,303837,7762,12330,2.55,4.06,2019
6890,Non-depository credit and related activities,977000,957861,13864,20058,1.45,2.09,2019
6970,"Securities, commodities, funds, trusts, and other financial investments",1139000,1115481,17201,22067,1.54,1.98,2019
6990,Insurance carriers and related activities,2790000,2655900,56250,72367,2.12,2.72,2019
11000,REAL ESTATE & RENTAL & LEASING,2597000,2459771,113803,133294,4.63,5.42,2019
7070,Real estate,2235000,2110472,100063,116090,4.74,5.5,2019
7080,Automotive equipment rental and leasing,155000,157319,6268,7806,3.98,4.96,2019
7170,Video tape and disk rental,5000,5129,0,0,0.0,0.0,2019
7180,Other consumer goods rental,95000,93536,4232,4232,4.52,4.52,2019
7190,"Commercial, industrial, and other intangible assets rental and leasing",107000,93312,3240,5165,3.47,5.54,2019
12000,"PROF., SCIENTIFIC, TECHNICAL SERVICES",10990000,10539818,168304,267596,1.6,2.54,2019
7270,Legal services,1544000,1409167,25103,43954,1.78,3.12,2019
7280,"Accounting, tax preparation, bookkeeping, and payroll services",986000,943912,9934,18253,1.05,1.93,2019
7290,"Architectural, engineering, and related services",1725000,1583331,52834,71063,3.34,4.49,2019
7370,Specialized design services,222000,231789,507,507,0.22,0.22,2019
7380,Computer systems design and related services,3297000,3400907,39855,74880,1.17,2.2,2019
7390,"Management, scientific, and technical consulting services",1265000,1180435,13698,20785,1.16,1.76,2019
7460,Scientific research and development services,691000,575187,11795,19962,2.05,3.47,2019
7470,Advertising and related services,539000,545179,6153,8975,1.13,1.65,2019
7480,Veterinary services,438000,390814,5548,5548,1.42,1.42,2019
7490,"Other professional, scientific, and technical services",283000,279093,2873,3664,1.03,1.31,2019
13000,MANAGEMENT & RELATED SERVICES,5708000,5629900,240185,293970,4.27,5.22,2019
7570,Management of companies and enterprises,200000,179543,11915,13233,6.64,7.37,2019
7580,Employment services,846000,865300,20284,33820,2.34,3.91,2019
7590,Business support services,688000,663950,7611,11538,1.15,1.74,2019
7670,Travel arrangements and reservation services,250000,229528,5546,9656,2.42,4.21,2019
7680,Investigation and security services,730000,738794,47454,59434,6.42,8.04,2019
7690,Services to buildings and dwellings,1179000,1176081,59810,68959,5.09,5.86,2019
7770,Landscaping services,938000,960625,22935,27568,2.39,2.87,2019
7780,Other administrative and other support services,334000,322577,15396,17071,4.77,5.29,2019
7790,Waste management and remediation services,543000,493497,49230,52688,9.98,10.68,2019
14000,EDUCATIONAL SERVICES,15788000,13906661,4093038,4549596,29.43,32.72,2019
7860,Elementary and secondary schools,10771000,9336176,3543541,3919787,37.95,41.98,2019
7870,"Colleges and universities, including junior colleges",4275000,3844812,509732,581471,13.26,15.12,2019
7880,"Business, technical, and trade schools and training",91000,89391,9654,10902,10.8,12.2,2019
7890,"Other schools, instruction, and educational services",651000,636281,30109,37435,4.73,5.88,2019
15000,HEALTH CARE & SOCIAL ASSISTANCE,22702000,20422708,1691705,1957570,8.28,9.59,2019
7970,Offices of physicians,1566000,1448064,42414,65326,2.93,4.51,2019
7980,Offices of dentists,922000,826104,14965,18718,1.81,2.27,2019
7990,Offices of chiropractors,114000,90481,298,1369,0.33,1.51,2019
8070,Offices of optometrists,143000,120601,0,997,0.0,0.83,2019
8080,Offices of other health practitioners,204000,187917,10967,12305,5.84,6.55,2019
8090,Outpatient care centers,2229000,1930242,118260,136009,6.13,7.05,2019
8170,Home health care services,1433000,1356855,91864,100657,6.77,7.42,2019
8180,Other health care services,1516000,1461864,86165,98210,5.89,6.72,2019
8190,Hospitals,8387000,7379929,985148,1115457,13.35,15.11,2019
8270,Nursing care facilities,1820000,1662226,94046,108501,5.66,6.53,2019
8290,"Residential care facilities, without nursing",1050000,936131,37504,56003,4.01,5.98,2019
8370,Individual and family services,1791000,1652434,158888,183301,9.62,11.09,2019
8380,"Community food and housing, and emergency services",145000,127237,3459,4512,2.72,3.55,2019
8390,Vocational rehabilitation services,121000,106623,7650,8464,7.18,7.94,2019
8470,Child day care services,1261000,1135994,40071,47736,3.53,4.2,2019
16000,"ARTS, ENTERTAINMENT, & RECREATION",3106000,2835015,211126,236319,7.45,8.34,2019
8560,"Independent artists, performing arts, spectator sports, & related industrie",507000,519738,63088,74154,12.14,14.27,2019
8570,"Museums, art galleries, historical sites, and similar institutions",399000,351889,45150,51968,12.83,14.77,2019
8580,Bowling centers,63000,48977,1046,1046,2.14,2.14,2019
8590,"Other amusement, gambling, and recreation industries",2137000,1914410,101840,109150,5.32,5.7,2019
17000,ACCOMODATION & FOOD SERVICES,11180000,10680632,224982,280773,2.11,2.63,2019
8660,Traveler accommodation,1603000,1339539,91620,99420,6.84,7.42,2019
8670,"Recreational vehicle parks and camps, and rooming and boarding houses",119000,102393,547,547,0.53,0.53,2019
8680,Restaurants and other food services,9196000,9002863,126657,174649,1.41,1.94,2019
8690,"Drinking places, alcoholic beverages",262000,235835,6156,6156,2.61,2.61,2019
18000,"OTHER SERVICES, EXC. PUBLIC ADMIN.",6827000,6173541,175217,205351,2.84,3.33,2019
8770,Automotive repair and maintenance,1050000,962372,9960,11892,1.03,1.24,2019
8780,Car washes,127000,134309,2902,2902,2.16,2.16,2019
8790,Electronic and precision equipment repair and maintenance,96000,98358,1570,1570,1.6,1.6,2019
8870,Commercial and industrial machinery and equipment repair and maintenance,295000,250458,20169,24523,8.05,9.79,2019
8880,Personal and household goods repair and maintenance,120000,119892,1513,1513,1.26,1.26,2019
8970,Barber shops,67000,79162,0,2511,0.0,3.17,2019
8980,Beauty salons,625000,617066,1145,2912,0.19,0.47,2019
8990,Nail salons and other personal care services,374000,398571,3019,8694,0.76,2.18,2019
9070,Drycleaning and laundry services,255000,251322,15589,19364,6.2,7.7,2019
9080,"Funeral homes, cemeteries, and crematories",136000,101074,1213,1213,1.2,1.2,2019
9090,Other personal services,300000,310918,7241,7677,2.33,2.47,2019
9160,Religious organizations,1221000,1021230,12476,15010,1.22,1.47,2019
9170,"Civic, social, advocacy organizations, and grantmaking and giving services",995000,738003,15240,19848,2.07,2.69,2019
9180,Labor unions,105000,91067,63833,65079,70.09,71.46,2019
9190,"Business, professional, political, and similar organizations",234000,176162,10183,11479,5.78,6.52,2019
9290,Private households,827000,823569,9158,9158,1.11,1.11,2019
19000,PUBLIC ADMINISTRATION,8773000,7200121,2154194,2374814,29.92,32.98,2019
9370,Executive offices and legislative bodies,1485000,1206253,243373,270759,20.18,22.45,2019
9380,Public finance activities,380000,296474,79714,89451,26.89,30.17,2019
9390,Other general government and support,197000,176042,44158,46690,25.08,26.52,2019
9470,"Justice, public order, and safety activities",3124000,2735637,1140948,1210105,41.71,44.23,2019
9480,Administration of human resource programs,1235000,1024420,296408,338517,28.93,33.04,2019
9490,Administration of environmental quality and housing programs,352000,228122,52440,57757,22.99,25.32,2019
9570,Administration of economic programs and space research,758000,538421,136498,157986,25.35,29.34,2019
9590,National security and international affairs,1242000,994747,160651,203546,16.15,20.46,2019
