cic,industry,obs,employment,members,covered,percentmem,percentcov,year
2280,"Soap, cleaning compound, and cosmetic manufacturing",120000,113712,3496,3496,3.08,3.08,2017
2290,Industrial and miscellaneous chemicals,486000,405481,39860,47495,9.83,11.71,2017
2370,Plastics product manufacturing,439000,401149,15689,16847,3.91,4.2,2017
2380,Tire manufacturing,80000,66597,7183,7183,10.79,10.79,2017
2390,"Rubber products, except tires, manufacturing",83000,73233,2917,2917,3.98,3.98,2017
5000,DURABLE GOODS MANUFACTURING,10672000,9266127,853468,931280,9.21,10.05,2017
2470,"Pottery, ceramics, and plumbing fixture manufacturing",28000,22059,2961,2961,13.43,13.43,2017
2480,Structural clay product manufacturing,35000,28493,3047,3047,10.7,10.7,2017
2490,Glass and glass product manufacturing,157000,137679,16480,16687,11.97,12.12,2017
2570,"Cement, concrete, lime, and gypsum product manufacturing",186000,134355,12234,12234,9.11,9.11,2017
2590,Miscellaneous nonmetallic mineral product manufacturing,101000,82360,4581,5127,5.56,6.23,2017
2670,Iron and steel mills and steel product manufacturing,292000,248152,59797,60218,24.1,24.27,2017
2680,Aluminum production and processing,74000,60383,11263,12122,18.65,20.08,2017
2690,Nonferrous metal (except aluminum) production and processing,65000,41481,8345,8748,20.12,21.09,2017
2770,Foundries,97000,91652,16158,17220,17.63,18.79,2017
2780,Metal forgings and stampings,59000,51770,3138,4601,6.06,8.89,2017
2790,Cutlery and hand tool manufacturing,67000,57115,3405,3405,5.96,5.96,2017
2870,"Structural metals, and boiler, tank, and shipping container manufacturing",365000,289771,29024,29622,10.02,10.22,2017
2880,"Machine shops; turned product; screw, nut, and bolt manufacturing",291000,263416,11853,13828,4.5,5.25,2017
2890,"Coating, engraving, heat treating and allied activities",68000,63008,3308,3308,5.25,5.25,2017
2970,Ordnance,88000,58653,3994,4965,6.81,8.47,2017
2980,Miscellaneous fabricated metal products manufacturing,309000,264518,19407,21929,7.34,8.29,2017
2990,Not specified metal industries,22000,17425,0,0,0.0,0.0,2017
3070,Agricultural implement manufacturing,156000,105720,11170,11170,10.57,10.57,2017
3080,"Construction, and mining and oil and gas field machinery manufacturing",167000,132461,8301,8407,6.27,6.35,2017
3095,Commercial and service industry machinery manufacturing,80000,63839,1546,2151,2.42,3.37,2017
3170,Metalworking machinery manufacturing,171000,156773,11445,15834,7.3,10.1,2017
3180,"Engines, turbines, and power transmission equipment manufacturing",64000,54321,4757,4757,8.76,8.76,2017
3190,"Machinery manufacturing, n.e.c.",757000,660879,45981,53665,6.96,8.12,2017
3365,Computer and peripheral equipment manufacturing,171000,154422,2123,2892,1.38,1.87,2017
3370,"Communications, and audio and video equipment manufacturing",130000,122994,0,3219,0.0,2.62,2017
3380,"Navigational, measuring, electromedical, and control instruments manufacturing",228000,196119,8789,8789,4.48,4.48,2017
3390,"Electronic component and product manufacturing, n.e.c.",735000,637185,15900,21515,2.5,3.38,2017
3470,Household appliance manufacturing,94000,89588,8574,9713,9.57,10.84,2017
3490,"Electrical lighting and electrical equipment manufacturing, and other electrical",378000,331796,26611,29864,8.02,9.0,2017
3570,Motor vehicles and motor vehicle equipment manufacturing,1448000,1383020,260015,270609,18.8,19.57,2017
3580,Aircraft and parts manufacturing,835000,742126,107558,114995,14.49,15.5,2017
3590,Aerospace product and parts manufacturing,64000,57710,4367,5533,7.57,9.59,2017
3670,Railroad rolling stock manufacturing,27000,26962,3393,4837,12.59,17.94,2017
3680,Ship and boat building,227000,163619,23478,30476,14.35,18.63,2017
3690,Other transportation equipment manufacturing,48000,45345,5943,5943,13.11,13.11,2017
3770,Sawmills and wood preservation,171000,121802,6084,6084,5.0,5.0,2017
3780,"Veneer, plywood, and engineered wood products",39000,24966,2803,2803,11.23,11.23,2017
3790,Prefabricated wood buildings and mobile homes,48000,44155,2403,2403,5.44,5.44,2017
3875,Miscellaneous wood products,209000,170957,3528,4406,2.06,2.58,2017
3895,Furniture and related product manufacturing,508000,425880,17584,21482,4.13,5.04,2017
3960,Medical equipment and supplies manufacturing,649000,578190,14693,16267,2.54,2.81,2017
3970,"Sporting and athletic goods, and doll, toy and game manufacturing",105000,86317,529,529,0.61,0.61,2017
3980,"Miscellaneous manufacturing, n.e.c.",587000,502963,30884,33498,6.14,6.66,2017
3990,Not specified manufacturing industries,272000,273707,15991,19393,5.84,7.09,2017
6000,WHOLESALE TRADE,3858000,3298745,146315,159187,4.44,4.83,2017
4070,"Motor vehicles, parts and supplies, merchant wholesalers",198000,169973,1614,1614,0.95,0.95,2017
4080,"Furniture and home furnishing, merchant wholesalers",47000,44855,1618,1618,3.61,3.61,2017
4090,"Lumber and other construction materials, merchant wholesalers",165000,142052,4942,6093,3.48,4.29,2017
4170,"Professional and commercial equipment and supplies, merchant wholesalers",326000,290125,9801,10246,3.38,3.53,2017
4180,"Metals and minerals, except petroleum, merchant wholesalers",48000,39188,3274,3274,8.36,8.36,2017
4195,"Electrical and electronic goods, merchant wholesalers",180000,150604,6836,6836,4.54,4.54,2017
4265,"Hardware, plumbing and heating equipment, and supplies, merchant wholesalers",158000,132905,2278,3349,1.71,2.52,2017
4270,"Machinery, equipment, and supplies, merchant wholesalers",386000,312656,9142,11767,2.92,3.76,2017
4280,"Recyclable material, merchant wholesalers",97000,87835,3114,3752,3.55,4.27,2017
4290,"Miscellaneous durable goods, merchant wholesalers",82000,76027,0,0,0.0,0.0,2017
4370,"Paper and paper products, merchant wholesalers",57000,48504,5402,5402,11.14,11.14,2017
4380,"Drugs, sundries, and chemical and allied products, merchant wholesalers",261000,225225,7730,8834,3.43,3.92,2017
4390,"Apparel, fabrics, and notions, merchant wholesalers",78000,77466,2802,2802,3.62,3.62,2017
4470,"Groceries and related products, merchant wholesalers",949000,829545,65304,69966,7.87,8.43,2017
4480,"Farm product raw materials, merchant wholesalers",101000,63029,451,1038,0.72,1.65,2017
4490,"Petroleum and petroleum products, merchant wholesalers",156000,107665,4337,4925,4.03,4.58,2017
4560,"Alcoholic beverages, merchant wholesalers",168000,145733,12083,12083,8.29,8.29,2017
4570,"Farm supplies, merchant wholesalers",70000,53438,895,895,1.68,1.68,2017
4580,"Miscellaneous nondurable goods, merchant wholesalers",192000,166335,1894,1894,1.14,1.14,2017
4585,"Wholesale electronics markets, agents and brokers",69000,68311,1889,1889,2.77,2.77,2017
4590,Not specified wholesale trade,70000,67264,899,899,1.34,1.34,2017
7000,RETAIL TRADE,18269000,15600474,703002,793277,4.51,5.08,2017
4670,Automobile dealers,1572000,1386505,33886,39808,2.44,2.87,2017
4680,Other motor vehicle dealers,166000,116519,167,1418,0.14,1.22,2017
4690,"Auto parts, accessories, and tire stores",602000,473670,6277,7183,1.33,1.52,2017
4770,Furniture and home furnishings stores,544000,477931,6597,12703,1.38,2.66,2017
4780,Household appliance stores,67000,54488,1176,1176,2.16,2.16,2017
4795,"Radio, TV, and computer stores",549000,523180,15565,19167,2.98,3.66,2017
4870,Building material and supplies dealers,1271000,1063327,16296,21425,1.53,2.01,2017
4880,Hardware stores,252000,182923,6115,9003,3.34,4.92,2017
4890,Lawn and garden equipment and supplies stores,321000,213527,4851,5923,2.27,2.77,2017
4970,Grocery stores,3143000,2693093,400165,418051,14.86,15.52,2017
4980,Specialty food stores,256000,216597,4857,5973,2.24,2.76,2017
4990,"Beer, wine, and liquor stores",148000,124609,2368,3425,1.9,2.75,2017
5070,Pharmacies and drug stores,1098000,940479,41494,44396,4.41,4.72,2017
5080,"Health and personal care, except drug, stores",438000,388749,4253,7053,1.09,1.81,2017
5090,Gasoline stations,565000,449076,9726,14515,2.17,3.23,2017
5170,Clothing stores,977000,902523,12885,17571,1.43,1.95,2017
5180,Shoe stores,163000,159353,4192,4380,2.63,2.75,2017
5190,"Jewelry, luggage, and leather goods stores",186000,155606,3473,4352,2.23,2.8,2017
5275,"Sporting goods, camera, and hobby and toy stores",497000,414366,4956,8234,1.2,1.99,2017
5280,"Sewing, needlework and piece goods stores",47000,33742,0,0,0.0,0.0,2017
5295,Music stores,43000,35185,1970,1970,5.6,5.6,2017
5370,Book stores and news dealers,121000,98226,1838,1838,1.87,1.87,2017
5380,Department stores and discount stores,2499000,2109812,72851,81849,3.45,3.88,2017
5390,Miscellaneous general merchandise stores,665000,566200,23081,32734,4.08,5.78,2017
5470,Retail florists,88000,70055,892,892,1.27,1.27,2017
5480,Office supplies and stationery stores,144000,119907,0,0,0.0,0.0,2017
5490,Used merchandise stores,219000,188373,1180,1180,0.63,0.63,2017
5570,"Gift, novelty, and souvenir shops",135000,100081,1035,1035,1.03,1.03,2017
5580,Miscellaneous retail stores,477000,423475,4814,5895,1.14,1.39,2017
5590,Electronic shopping,303000,297005,2865,3962,0.96,1.33,2017
5591,Electronic auctions,5000,5352,0,0,0.0,0.0,2017
5592,Mail order houses,65000,65407,0,1332,0.0,2.04,2017
5670,Vending machine operators,37000,34882,4294,4294,12.31,12.31,2017
5680,Fuel dealers,114000,64094,2469,2469,3.85,3.85,2017
5690,Other direct selling establishments,94000,76789,0,1656,0.0,2.16,2017
5790,Not specified retail trade,398000,375349,6400,6400,1.71,1.71,2017
8000,TRANSPORTATION & WAREHOUSING,7049000,6187048,1475449,1580692,23.85,25.55,2017
6070,Air transportation,691000,602551,219931,230472,36.5,38.25,2017
6080,Rail transportation,342000,239674,142013,143043,59.25,59.68,2017
6090,Water transportation,84000,77525,14056,14497,18.13,18.7,2017
6170,Truck transportation,1908000,1634801,153312,169709,9.38,10.38,2017
6180,Bus service and urban transit,602000,537710,176870,190681,32.89,35.46,2017
6190,Taxi and limousine service,392000,386111,26862,33643,6.96,8.71,2017
6270,Pipeline transportation,74000,52129,10894,11451,20.9,21.97,2017
6280,Scenic and sightseeing transportation,45000,24568,326,560,1.33,2.28,2017
6290,Services incidental to transportation,797000,724876,132080,145585,18.22,20.08,2017
6370,Postal Service,750000,609483,385966,409480,63.33,67.18,2017
6380,Couriers and messengers,781000,715589,179600,189650,25.1,26.5,2017
6390,Warehousing and storage,583000,582027,33533,41917,5.76,7.2,2017
9000,INFORMATION,3035000,2652303,297760,326571,11.23,12.31,2017
6470,Newspaper publishers,246000,176984,9227,9442,5.21,5.34,2017
6480,"Periodical, book, and directory publishers",208000,171994,7465,8268,4.34,4.81,2017
6490,Software publishers,118000,111896,1094,2217,0.98,1.98,2017
6570,Motion pictures and video industries,389000,365531,42028,43638,11.5,11.94,2017
6590,Sound recording industries,18000,17122,1009,1009,5.9,5.9,2017
6670,Radio and television broadcasting and cable subscription programming,622000,556258,47107,51938,8.47,9.34,2017
6672,Internet publishing and broadcasting and web search portals,104000,106138,3332,3797,3.14,3.58,2017
6680,Wired telecommunications carriers,542000,479096,85337,90492,17.81,18.89,2017
6690,Other telecommunication services,382000,335636,46433,48206,13.83,14.36,2017
6695,"Data processing, hosting, and related services",100000,88459,749,1707,0.85,1.93,2017
6770,Libraries and archives,262000,215696,52572,64451,24.37,29.88,2017
6780,Other information services,44000,27486,1401,1401,5.1,5.1,2017
10000,FINANCE & INSURANCE,7946000,6842169,124877,170490,1.83,2.49,2017
6870,Banking and related activities,2464000,2018366,22706,32026,1.12,1.59,2017
6880,"Savings institutions, including credit unions",350000,281046,5930,7435,2.11,2.65,2017
6890,Non-depository credit and related activities,978000,889116,7354,12719,0.83,1.43,2017
6970,"Securities, commodities, funds, trusts, and other financial investments",1138000,1024747,15915,21319,1.55,2.08,2017
6990,Insurance carriers and related activities,3016000,2628892,72970,96990,2.78,3.69,2017
11000,REAL ESTATE & RENTAL & LEASING,2775000,2426412,134096,153949,5.53,6.34,2017
7070,Real estate,2334000,2053322,119117,137944,5.8,6.72,2017
7080,Automotive equipment rental and leasing,206000,181279,6188,6188,3.41,3.41,2017
7170,Video tape and disk rental,10000,9633,0,0,0.0,0.0,2017
7180,Other consumer goods rental,89000,78767,0,0,0.0,0.0,2017
7190,"Commercial, industrial, and other intangible assets rental and leasing",136000,103409,8790,9816,8.5,9.49,2017
12000,"PROF., SCIENTIFIC, TECHNICAL SERVICES",11047000,9570501,208911,261277,2.18,2.73,2017
7270,Legal services,1569000,1280645,32054,41250,2.5,3.22,2017
7280,"Accounting, tax preparation, bookkeeping, and payroll services",1028000,902896,12383,18244,1.37,2.02,2017
7290,"Architectural, engineering, and related services",1807000,1535688,67139,72558,4.37,4.72,2017
7370,Specialized design services,218000,203189,7303,9011,3.59,4.44,2017
7380,Computer systems design and related services,2907000,2702126,32831,49334,1.22,1.83,2017
7390,"Management, scientific, and technical consulting services",1472000,1218107,16084,20356,1.32,1.67,2017
7460,Scientific research and development services,799000,635457,23147,27458,3.64,4.32,2017
7470,Advertising and related services,518000,466255,9652,11482,2.07,2.46,2017
7480,Veterinary services,410000,341058,5299,6350,1.55,1.86,2017
7490,"Other professional, scientific, and technical services",319000,285076,3014,5229,1.06,1.83,2017
13000,MANAGEMENT & RELATED SERVICES,6223000,5605558,229018,258643,4.09,4.61,2017
7570,Management of companies and enterprises,213000,174533,6597,6881,3.78,3.94,2017
7580,Employment services,989000,902653,26275,31381,2.91,3.48,2017
7590,Business support services,713000,626094,11065,12114,1.77,1.94,2017
7670,Travel arrangements and reservation services,293000,263357,8121,9090,3.08,3.45,2017
7680,Investigation and security services,819000,733353,45775,51627,6.24,7.04,2017
7690,Services to buildings and dwellings,1311000,1239503,42515,47775,3.43,3.85,2017
7770,Landscaping services,976000,891158,22852,28615,2.56,3.21,2017
7780,Other administrative and other support services,326000,280621,9107,9107,3.25,3.25,2017
7790,Waste management and remediation services,583000,494283,56706,62048,11.47,12.55,2017
14000,EDUCATIONAL SERVICES,16720000,13506551,4000494,4495583,29.62,33.28,2017
7860,Elementary and secondary schools,11285000,9041450,3438801,3829296,38.03,42.35,2017
7870,"Colleges and universities, including junior colleges",4725000,3869331,535485,634443,13.84,16.4,2017
7880,"Business, technical, and trade schools and training",103000,87427,8812,10980,10.08,12.56,2017
7890,"Other schools, instruction, and educational services",607000,508342,17395,20863,3.42,4.1,2017
15000,HEALTH CARE & SOCIAL ASSISTANCE,23575000,19467083,1739241,1961869,8.93,10.08,2017
7970,Offices of physicians,1721000,1479164,56709,68049,3.83,4.6,2017
7980,Offices of dentists,923000,767180,7502,12644,0.98,1.65,2017
7990,Offices of chiropractors,119000,96599,1087,1087,1.13,1.13,2017
8070,Offices of optometrists,164000,123992,4202,4202,3.39,3.39,2017
8080,Offices of other health practitioners,171000,147104,15214,17659,10.34,12.0,2017
8090,Outpatient care centers,2012000,1608624,102340,112461,6.36,6.99,2017
8170,Home health care services,1603000,1395004,91817,100266,6.58,7.19,2017
8180,Other health care services,1657000,1462014,93289,106034,6.38,7.25,2017
8190,Hospitals,8577000,6994780,947597,1065025,13.55,15.23,2017
8270,Nursing care facilities,2011000,1664969,129535,141434,7.78,8.49,2017
8290,"Residential care facilities, without nursing",1081000,836000,39331,48630,4.7,5.82,2017
8370,Individual and family services,1790000,1464889,192951,211722,13.17,14.45,2017
8380,"Community food and housing, and emergency services",170000,131753,5979,5979,4.54,4.54,2017
8390,Vocational rehabilitation services,143000,114277,10693,11257,9.36,9.85,2017
8470,Child day care services,1433000,1180727,40986,55412,3.47,4.69,2017
16000,"ARTS, ENTERTAINMENT, & RECREATION",3225000,2752398,192674,208573,7.0,7.58,2017
8560,"Independent artists, performing arts, spectator sports, & related industrie",518000,492556,52619,54924,10.68,11.15,2017
8570,"Museums, art galleries, historical sites, and similar institutions",436000,352752,42697,44481,12.1,12.61,2017
8580,Bowling centers,43000,31244,0,0,0.0,0.0,2017
8590,"Other amusement, gambling, and recreation industries",2228000,1875845,97358,109167,5.19,5.82,2017
17000,ACCOMODATION & FOOD SERVICES,11948000,10433728,240888,285323,2.31,2.73,2017
8660,Traveler accommodation,1743000,1375089,105702,113584,7.69,8.26,2017
8670,"Recreational vehicle parks and camps, and rooming and boarding houses",118000,90538,0,0,0.0,0.0,2017
8680,Restaurants and other food services,9791000,8717218,131646,168199,1.51,1.93,2017
8690,"Drinking places, alcoholic beverages",296000,250882,3538,3538,1.41,1.41,2017
18000,"OTHER SERVICES, EXC. PUBLIC ADMIN.",7152000,6030875,171258,198298,2.84,3.29,2017
8770,Automotive repair and maintenance,1096000,957046,19953,26976,2.08,2.82,2017
8780,Car washes,165000,163342,1151,1151,0.71,0.71,2017
8790,Electronic and precision equipment repair and maintenance,130000,126222,6741,8119,5.34,6.43,2017
8870,Commercial and industrial machinery and equipment repair and maintenance,269000,237951,12993,16649,5.46,7.0,2017
8880,Personal and household goods repair and maintenance,107000,94477,4733,8584,5.01,9.09,2017
8970,Barber shops,74000,78517,3638,3638,4.63,4.63,2017
8980,Beauty salons,683000,620342,3571,3992,0.58,0.64,2017
8990,Nail salons and other personal care services,411000,398025,4390,4390,1.1,1.1,2017
9070,Drycleaning and laundry services,281000,241218,20343,22445,8.43,9.31,2017
9080,"Funeral homes, cemeteries, and crematories",147000,124203,2489,2489,2.0,2.0,2017
9090,Other personal services,363000,332928,8063,10417,2.42,3.13,2017
9160,Religious organizations,1361000,1075656,8217,12546,0.76,1.17,2017
9170,"Civic, social, advocacy organizations, and grantmaking and giving services",1052000,753112,17747,17906,2.36,2.38,2017
9180,Labor unions,81000,66014,48742,48742,73.84,73.84,2017
9190,"Business, professional, political, and similar organizations",246000,158230,5114,5263,3.23,3.33,2017
9290,Private households,686000,603585,3366,4984,0.56,0.83,2017
19000,PUBLIC ADMINISTRATION,9391000,7098068,2171124,2386262,30.59,33.62,2017
9370,Executive offices and legislative bodies,1607000,1206447,258806,290911,21.45,24.11,2017
9380,Public finance activities,401000,312069,74027,86035,23.72,27.57,2017
9390,Other general government and support,134000,105960,27757,30141,26.2,28.45,2017
9470,"Justice, public order, and safety activities",3422000,2772814,1183139,1256775,42.67,45.32,2017
9480,Administration of human resource programs,1339000,988773,273467,303424,27.66,30.69,2017
9490,Administration of environmental quality and housing programs,447000,269954,57092,63536,21.15,23.54,2017
9570,Administration of economic programs and space research,778000,547692,163373,181204,29.83,33.09,2017
9590,National security and international affairs,1263000,894356,133459,174231,14.92,19.48,2017
