cic,industry,obs,employment,members,covered,percentmem,percentcov,year
7690,Services to buildings and dwellings,1278000,1103660,67994,77132,6.16,6.99,2015
7770,Landscaping services,994000,882472,14629,17738,1.66,2.01,2015
7780,Other administrative and other support services,295000,252460,9911,9911,3.93,3.93,2015
7790,Waste management and remediation services,632000,520756,64485,69168,12.38,13.28,2015
14000,EDUCATIONAL SERVICES,17241000,13348917,4186426,4664035,31.36,34.94,2015
7860,Elementary and secondary schools,11570000,8943415,3615514,4013628,40.43,44.88,2015
7870,"Colleges and universities, including junior colleges",4870000,3743995,528729,602209,14.12,16.08,2015
7880,"Business, technical, and trade schools and training",115000,94724,7612,9011,8.04,9.51,2015
7890,"Other schools, instruction, and educational services",686000,566782,34569,39186,6.1,6.91,2015
15000,HEALTH CARE & SOCIAL ASSISTANCE,23576000,18714328,1715979,1936499,9.17,10.35,2015
7970,Offices of physicians,1807000,1513769,54127,65315,3.58,4.31,2015
7980,Offices of dentists,978000,769020,22130,30528,2.88,3.97,2015
7990,Offices of chiropractors,121000,95240,887,1229,0.93,1.29,2015
8070,Offices of optometrists,159000,128736,2166,3196,1.68,2.48,2015
8080,Offices of other health practitioners,205000,167998,11665,17256,6.94,10.27,2015
8090,Outpatient care centers,1981000,1507552,90553,101477,6.01,6.73,2015
8170,Home health care services,1516000,1283977,111126,127638,8.65,9.94,2015
8180,Other health care services,1485000,1243317,99938,108497,8.04,8.73,2015
8190,Hospitals,8529000,6685355,904122,1023548,13.52,15.31,2015
8270,Nursing care facilities,2343000,1822229,125391,137825,6.88,7.56,2015
8290,"Residential care facilities, without nursing",997000,776505,52526,54994,6.76,7.08,2015
8370,Individual and family services,1749000,1377095,181241,193507,13.16,14.05,2015
8380,"Community food and housing, and emergency services",162000,113171,3929,4891,3.47,4.32,2015
8390,Vocational rehabilitation services,150000,120730,8192,8192,6.79,6.79,2015
8470,Child day care services,1394000,1109627,47979,58400,4.32,5.26,2015
16000,"ARTS, ENTERTAINMENT, & RECREATION",3238000,2623537,191886,211904,7.31,8.08,2015
8560,"Independent artists, performing arts, spectator sports, & related industrie",530000,477098,48881,56834,10.25,11.91,2015
8570,"Museums, art galleries, historical sites, and similar institutions",474000,366571,40305,44882,11.0,12.24,2015
8580,Bowling centers,48000,34135,0,0,0.0,0.0,2015
8590,"Other amusement, gambling, and recreation industries",2186000,1745732,102700,110186,5.88,6.31,2015
17000,ACCOMODATION & FOOD SERVICES,12130000,10199144,251993,304030,2.47,2.98,2015
8660,Traveler accommodation,1995000,1509079,115498,126283,7.65,8.37,2015
8670,"Recreational vehicle parks and camps, and rooming and boarding houses",108000,84483,164,3608,0.19,4.27,2015
8680,Restaurants and other food services,9773000,8405006,133474,171182,1.59,2.04,2015
8690,"Drinking places, alcoholic beverages",254000,200574,2856,2955,1.42,1.47,2015
18000,"OTHER SERVICES, EXC. PUBLIC ADMIN.",7290000,5902247,189256,242278,3.21,4.1,2015
8770,Automotive repair and maintenance,1121000,922997,14615,20661,1.58,2.24,2015
8780,Car washes,144000,125685,0,1191,0.0,0.95,2015
8790,Electronic and precision equipment repair and maintenance,123000,102339,1423,2646,1.39,2.59,2015
8870,Commercial and industrial machinery and equipment repair and maintenance,331000,256026,24289,25056,9.49,9.79,2015
8880,Personal and household goods repair and maintenance,117000,104156,2342,2342,2.25,2.25,2015
8970,Barber shops,72000,66340,1502,3153,2.26,4.75,2015
8980,Beauty salons,629000,524283,5856,10128,1.12,1.93,2015
8990,Nail salons and other personal care services,336000,303271,263,3586,0.09,1.18,2015
9070,Drycleaning and laundry services,282000,234749,9758,11254,4.16,4.79,2015
9080,"Funeral homes, cemeteries, and crematories",150000,120691,5661,6720,4.69,5.57,2015
9090,Other personal services,322000,300095,24306,26792,8.1,8.93,2015
9160,Religious organizations,1389000,1101676,12092,20365,1.1,1.85,2015
9170,"Civic, social, advocacy organizations, and grantmaking and giving services",1024000,719787,28008,35470,3.89,4.93,2015
9180,Labor unions,77000,66444,40676,43260,61.22,65.11,2015
9190,"Business, professional, political, and similar organizations",242000,142909,7693,7693,5.38,5.38,2015
9290,Private households,931000,810789,10765,21951,1.33,2.71,2015
19000,PUBLIC ADMINISTRATION,9357000,6844305,2148799,2385647,31.4,34.86,2015
9370,Executive offices and legislative bodies,1405000,1005665,209596,231802,20.84,23.05,2015
9380,Public finance activities,450000,327623,77980,95040,23.8,29.01,2015
9390,Other general government and support,170000,138487,27328,35544,19.73,25.67,2015
9470,"Justice, public order, and safety activities",3601000,2838542,1238687,1304101,43.64,45.94,2015
9480,Administration of human resource programs,1337000,965300,304582,343308,31.55,35.56,2015
9490,Administration of environmental quality and housing programs,449000,263344,52059,62835,19.77,23.86,2015
9570,Administration of economic programs and space research,814000,535533,127655,146286,23.84,27.32,2015
9590,National security and international affairs,1131000,769807,110908,166728,14.41,21.66,2015
