cic,industry,obs,employment,members,covered,percentmem,percentcov,year
2270,"Paint, coating, and adhesive manufacturing",69000,51788,2392,2392,4.62,4.62,2012
2280,"Soap, cleaning compound, and cosmetics manufacturing",166000,132188,5895,8969,4.46,6.79,2012
2290,Industrial and miscellaneous chemicals,506000,403891,47340,54057,11.72,13.38,2012
2370,Plastics product manufacturing,391000,305857,16831,16831,5.5,5.5,2012
2380,Tire manufacturing,82000,72079,10358,10358,14.37,14.37,2012
2390,"Rubber products, except tires, manufacturing",90000,73031,1291,1291,1.77,1.77,2012
5000,DURABLE GOODS MANUFACTURING,11243000,8874904,850490,929479,9.58,10.47,2012
2470,"Pottery, ceramics, and related products manufacturing",28000,17756,883,883,4.98,4.98,2012
2480,Structural clay product manufacturing,32000,27587,1423,1423,5.16,5.16,2012
2490,Glass and glass product manufacturing,165000,138050,25480,28346,18.46,20.53,2012
2570,"Cement, concrete, lime, and gypsum product manufacturing",188000,146725,14752,16884,10.05,11.51,2012
2590,Miscellaneous nonmetallic mineral product manufacturing,73000,53571,6715,6715,12.54,12.54,2012
2670,Iron and steel mills and steel product manufacturing,321000,280945,55731,57869,19.84,20.6,2012
2680,Aluminum production and processing,77000,66000,11099,11099,16.82,16.82,2012
2690,"Nonferrous metal, except aluminum, production and processing",76000,63740,4278,4278,6.71,6.71,2012
2770,Foundries,107000,90159,9444,9444,10.48,10.48,2012
2780,Metal forgings and stampings,57000,51461,6712,7891,13.04,15.34,2012
2790,Cutlery and hand tool manufacturing,52000,39498,3064,4363,7.76,11.05,2012
2870,"Structural metals, and tank and shipping container manufacturing",420000,347814,44840,48222,12.89,13.86,2012
2880,"Machine shops; turned product; screw, nut and bolt manufacturing",340000,275452,16356,17134,5.94,6.22,2012
2890,"Coating, engraving, heat treating and allied activities",72000,65924,4242,4242,6.44,6.44,2012
2970,Ordnance,70000,44372,7522,7522,16.95,16.95,2012
2980,Miscellaneous fabricated metal products manufacturing,332000,255300,14928,14928,5.85,5.85,2012
2990,Not specified metal industries,26000,19224,1404,2251,7.3,11.71,2012
3070,Agricultural implement manufacturing,223000,125146,13829,15521,11.05,12.4,2012
3080,"Construction, mining and oil field machinery manufacturing",214000,169258,20620,22580,12.18,13.34,2012
3090,Commercial and service industry machinery manufacturing,100000,85506,2211,2974,2.59,3.48,2012
3170,Metalworking machinery manufacturing,180000,142103,11263,12186,7.93,8.58,2012
3180,"Engines, turbines, and power transmission equipment manufacturing",86000,75701,3909,3909,5.16,5.16,2012
3190,"Machinery manufacturing, n.e.c.",870000,669035,53003,58126,7.92,8.69,2012
3360,Computer and peripheral equipment manufacturing,314000,254371,7621,8726,3.0,3.43,2012
3370,"Communications, audio, and video equipment manufacturing",145000,121612,3457,4589,2.84,3.77,2012
3380,"Navigational, measuring, electromedical, & control instruments manufacturin",296000,222629,5978,6910,2.69,3.1,2012
3390,"Electronic component and product manufacturing, n.e.c.",830000,642583,13175,13175,2.05,2.05,2012
3470,Household appliance manufacturing,79000,67388,13290,15673,19.72,23.26,2012
3490,"Electrical lighting, equipment, and supplies manufacturing, n.e.c.",403000,303383,23498,24906,7.75,8.21,2012
3570,Motor vehicles and motor vehicle equipment manufacturing,1109000,1009692,199731,207896,19.78,20.59,2012
3580,Aircraft and parts manufacturing,532000,395584,59060,65623,14.93,16.59,2012
3590,Aerospace products and parts manufacturing,530000,444674,67380,72670,15.15,16.34,2012
3670,Railroad rolling stock manufacturing,30000,24557,6260,6260,25.49,25.49,2012
3680,Ship and boat building,250000,148387,36806,45024,24.8,30.34,2012
3690,Other transportation equipment manufacturing,37000,26926,2717,2717,10.09,10.09,2012
3770,Sawmills and wood preservation,163000,115466,12242,12242,10.6,10.6,2012
3780,"Veneer, plywood, and engineered wood products",41000,29895,2370,2370,7.93,7.93,2012
3790,Prefabricated wood buildings and mobile homes,39000,29214,0,0,0.0,0.0,2012
3870,Miscellaneous wood products,255000,180408,7768,9748,4.31,5.4,2012
3890,Furniture and related product manufacturing,477000,375289,11487,17516,3.06,4.67,2012
3960,Medical equipment and supplies manufacturing,710000,550217,14444,15271,2.63,2.78,2012
3970,"Toys, amusement, and sporting goods manufacturing",119000,88120,912,2160,1.04,2.45,2012
3980,"Miscellaneous manufacturing, n.e.c.",574000,421237,18487,23714,4.39,5.63,2012
3990,Not specified manufacturing industries,201000,172922,10075,13476,5.83,7.79,2012
6000,WHOLESALE TRADE,4303000,3353524,171315,188347,5.11,5.62,2012
4070,"Motor vehicles, parts and supplies, merchant wholesalers",192000,157267,6473,6900,4.12,4.39,2012
4080,"Furniture and home furnishing, merchant wholesalers",63000,53551,2008,2008,3.75,3.75,2012
4090,"Lumber and other construction materials, merchant wholesalers",184000,138851,6877,6877,4.95,4.95,2012
4170,"Professional and commercial equipment and supplies, merchant wholesalers",421000,335826,4317,5070,1.29,1.51,2012
4180,"Metals and minerals, except petroleum, merchant wholesalers",51000,39831,3664,3664,9.2,9.2,2012
4190,"Electrical goods, merchant wholesalers",237000,193331,5838,5988,3.02,3.1,2012
4260,"Hardware, plumbing and heating equipment, and supplies, merchant wholesaler",160000,109543,2541,3680,2.32,3.36,2012
4270,"Machinery, equipment, and supplies, merchant wholesalers",455000,340647,11963,14464,3.51,4.25,2012
4280,"Recyclable material, merchant wholesalers",123000,95385,4651,4651,4.88,4.88,2012
4290,"Miscellaneous durable goods, merchant wholesalers",113000,99348,2460,2460,2.48,2.48,2012
4370,"Paper and paper products, merchant wholesalers",61000,48216,1573,2215,3.26,4.6,2012
4380,"Drugs, sundries, and chemical and allied products, merchant  wholesalers",264000,218489,4502,4502,2.06,2.06,2012
4390,"Apparel, fabrics, and notions, merchant wholesalers",104000,95731,964,964,1.01,1.01,2012
4470,"Groceries and related products, merchant wholesalers",1010000,786657,80567,87370,10.24,11.11,2012
4480,"Farm product raw materials, merchant wholesalers",117000,58011,3376,3582,5.82,6.17,2012
4490,"Petroleum and petroleum products, merchant wholesalers",217000,154240,2618,3878,1.7,2.51,2012
4560,"Alcoholic beverages, merchant wholesalers",160000,116555,15718,17976,13.49,15.42,2012
4570,"Farm supplies, merchant wholesalers",70000,47314,908,908,1.92,1.92,2012
4580,"Miscellaneous  nondurable goods, merchant wholesalers",190000,164316,3891,4785,2.37,2.91,2012
4585,"Wholesale electronic markets, agents and brokers",76000,68267,4530,4530,6.64,6.64,2012
4590,Not specified wholesale trade,35000,32135,1866,1866,5.81,5.81,2012
7000,RETAIL TRADE,19183000,14959060,700848,790477,4.69,5.28,2012
4670,Automobile dealers,1476000,1141892,28510,31793,2.5,2.78,2012
4680,Other motor vehicle dealers,160000,108849,1780,1780,1.64,1.64,2012
4690,"Auto parts, accessories, and tire stores",589000,467660,6441,7427,1.38,1.59,2012
4770,Furniture and home furnishings stores,567000,446948,6304,6526,1.41,1.46,2012
4780,Household appliance stores,63000,49633,0,654,0.0,1.32,2012
4790,"Radio, TV, and computer stores",610000,543173,20673,23386,3.81,4.31,2012
4870,Building material and supplies dealers,1116000,847502,18365,20672,2.17,2.44,2012
4880,Hardware stores,319000,226725,2807,2807,1.24,1.24,2012
4890,Lawn and garden equipment and supplies stores,392000,263800,5955,7454,2.26,2.83,2012
4970,Grocery stores,3486000,2670478,424754,453517,15.91,16.98,2012
4980,Specialty food stores,320000,258599,10320,10320,3.99,3.99,2012
4990,"Beer, wine, and liquor stores",163000,126707,9253,10231,7.3,8.07,2012
5070,Pharmacies and drug stores,1098000,875346,33468,42304,3.82,4.83,2012
5080,"Health and personal care, except drug, stores",366000,294214,1591,6173,0.54,2.1,2012
5090,Gasoline stations,617000,462035,4114,5527,0.89,1.2,2012
5170,"Clothing and accessories, except shoe, stores",1165000,949432,8726,13843,0.92,1.46,2012
5180,Shoe stores,196000,171389,151,151,0.09,0.09,2012
5190,"Jewelry, luggage, and leather goods stores",211000,168206,1031,1926,0.61,1.15,2012
5270,"Sporting goods, camera, and hobby and toy stores",564000,416479,7570,8709,1.82,2.09,2012
5280,"Sewing, needlework, and piece goods stores",74000,57657,0,0,0.0,0.0,2012
5290,Music stores,64000,54574,0,0,0.0,0.0,2012
5370,Book stores and news dealers,165000,131192,5845,6847,4.46,5.22,2012
5380,Department stores and discount stores,2750000,2201770,53066,63811,2.41,2.9,2012
5390,Miscellaneous general merchandise stores,637000,492662,16619,22127,3.37,4.49,2012
5470,Retail florists,90000,71571,0,0,0.0,0.0,2012
5480,Office supplies and stationery stores,197000,144618,4155,4155,2.87,2.87,2012
5490,Used merchandise stores,247000,196130,4185,5409,2.13,2.76,2012
5570,"Gift, novelty, and souvenir shops",180000,121990,2993,3191,2.45,2.62,2012
5580,Miscellaneous retail stores,463000,350225,4701,5730,1.34,1.64,2012
5590,Electronic shopping,150000,118617,1019,1658,0.86,1.4,2012
5591,Electronic auctions,11000,6239,0,0,0.0,0.0,2012
5592,Mail order houses,102000,77447,2436,2855,3.15,3.69,2012
5670,Vending machine operators,42000,33505,1362,1362,4.07,4.07,2012
5680,Fuel dealers,134000,73365,3447,4884,4.7,6.66,2012
5690,Other direct selling establishments,107000,82397,1772,2440,2.15,2.96,2012
5790,Not specified retail trade,292000,256014,7422,10792,2.9,4.22,2012
8000,TRANSPORTATION & WAREHOUSING,6962000,5585101,1544665,1639704,27.66,29.36,2012
6070,Air transportation,675000,540622,215999,225860,39.95,41.78,2012
6080,Rail transportation,369000,253260,162380,166162,64.12,65.61,2012
6090,Water transportation,74000,54473,10671,10671,19.59,19.59,2012
6170,Truck transportation,1872000,1486891,132148,142468,8.89,9.58,2012
6180,Bus service and urban transit,616000,466780,193266,199991,41.4,42.84,2012
6190,Taxi and limousine service,190000,159829,16965,16965,10.62,10.62,2012
6270,Pipeline transportation,87000,63801,9361,9361,14.67,14.67,2012
6280,Scenic and sightseeing transportation,57000,28445,1486,1486,5.23,5.23,2012
6290,Services incidental to transportation,908000,793378,133540,147227,16.83,18.56,2012
6370,Postal Service,918000,695918,458152,493105,65.83,70.86,2012
6380,Couriers and messengers,756000,641424,183819,196503,28.66,30.64,2012
6390,Warehousing and storage,440000,400275,26873,29900,6.71,7.47,2012
9000,INFORMATION,3608000,2767035,286745,319124,10.36,11.53,2012
6470,Newspaper publishers,385000,266668,16722,18831,6.27,7.06,2012
6480,"Publishing, except newspapers and software",282000,219340,3034,3034,1.38,1.38,2012
6490,Software publishing,74000,64033,990,2136,1.55,3.34,2012
6570,Motion pictures and video industries,336000,282365,30682,32839,10.87,11.63,2012
6590,Sound recording industries,14000,13492,2870,2870,21.27,21.27,2012
6670,Radio and television broadcasting and cable,746000,555574,38027,43676,6.84,7.86,2012
6672,Internet publishing and broadcasting,56000,51214,0,0,0.0,0.0,2012
6680,Wired telecommunications carriers,663000,504059,97991,105720,19.44,20.97,2012
6690,Other telecommunications services,584000,462809,50793,55893,10.98,12.08,2012
6695,"Data processing, hosting, and related services",122000,96442,0,312,0.0,0.32,2012
6770,Libraries and archives,296000,215373,42048,50226,19.52,23.32,2012
6780,Other information services,50000,35658,3583,3583,10.05,10.05,2012
10000,FINANCE & INSURANCE,8325000,6322621,108070,140050,1.71,2.22,2012
6870,Banking and related activities,2719000,2065228,25516,39187,1.24,1.9,2012
6880,"Savings institutions, including credit unions",339000,236770,4556,4556,1.92,1.92,2012
6890,Non-depository credit and related activities,1070000,818293,10201,14778,1.25,1.81,2012
6970,"Securities, commodities, funds, trusts, and other financial investments",1221000,979212,15814,16298,1.61,1.66,2012
6990,Insurance carriers and related activities,2976000,2223115,51981,65229,2.34,2.93,2012
11000,REAL ESTATE & RENTAL & LEASING,2599000,2094106,96345,116150,4.6,5.55,2012
7070,Real estate,2153000,1719649,77454,91692,4.5,5.33,2012
7080,Automotive equipment rental and leasing,197000,172034,10321,12103,6.0,7.04,2012
7170,Video tape and disk rental,16000,13923,121,121,0.88,0.88,2012
7180,Other consumer goods rental,106000,93105,1723,3735,1.85,4.01,2012
7190,"Commercial, industrial, and other intangible assets rental and leasing",127000,95393,6723,8498,7.05,8.91,2012
12000,"PROF., SCIENTIFIC, TECHNICAL SERVICES",10123000,7876143,131007,185006,1.66,2.35,2012
7270,Legal services,1760000,1355059,20445,30202,1.51,2.23,2012
7280,"Accounting, tax preparation, bookkeeping, and payroll services",999000,796637,14788,20990,1.86,2.63,2012
7290,"Architectural, engineering, and related services",1721000,1302115,41818,51278,3.21,3.94,2012
7370,Specialized design services,221000,192677,2064,2705,1.07,1.4,2012
7380,Computer systems design and related services,2323000,1852782,13785,26124,0.74,1.41,2012
7390,"Management, scientific, and technical consulting services",1161000,903535,8643,12457,0.96,1.38,2012
7460,Scientific research and development services,709000,503350,14705,20789,2.92,4.13,2012
7470,Advertising and related services,561000,456741,9537,15238,2.09,3.34,2012
7480,Veterinary services,365000,288421,1708,1708,0.59,0.59,2012
7490,"Other professional, scientific, and technical services",303000,224821,3511,3511,1.56,1.56,2012
13000,MANAGEMENT & RELATED SERVICES,6419000,5291477,270210,305306,5.11,5.77,2012
7570,Management of companies and enterprises,235000,172447,2262,3433,1.31,1.99,2012
7580,Employment services,1142000,983510,28437,35421,2.89,3.6,2012
7590,Business support services,880000,703883,17506,19045,2.49,2.71,2012
7670,Travel arrangements and reservation services,287000,213043,6519,7620,3.06,3.58,2012
7680,Investigation and security services,865000,721303,46912,52622,6.5,7.3,2012
7690,Services to buildings and dwellings,1206000,985267,67433,73748,6.84,7.49,2012
7770,Landscaping services,901000,801692,13448,16856,1.68,2.1,2012
7780,Other administrative and other support services,320000,243675,17041,20529,6.99,8.42,2012
7790,Waste management and remediation services,583000,466652,70648,76027,15.14,16.29,2012
14000,EDUCATIONAL SERVICES,17224000,12641788,4012954,4469800,31.74,35.36,2012
7860,Elementary and secondary schools,11444000,8412417,3439668,3796951,40.89,45.14,2012
7870,"Colleges and universities, including junior colleges",5021000,3633568,549228,639837,15.12,17.61,2012
7880,"Business, technical, and trade schools and training",129000,112961,8215,10518,7.27,9.31,2012
7890,"Other schools, instruction, and educational services",630000,482841,15841,22494,3.28,4.66,2012
15000,HEALTH CARE & SOCIAL ASSISTANCE,23893000,18017180,1633506,1849365,9.07,10.26,2012
7970,Offices of physicians,1647000,1329955,36238,45925,2.72,3.45,2012
7980,Offices of dentists,962000,726311,5351,6481,0.74,0.89,2012
7990,Offices of chiropractors,121000,84181,1031,1531,1.23,1.82,2012
8070,Offices of optometrists,119000,89223,2109,2109,2.36,2.36,2012
8080,Offices of other health practitioners,129000,99069,208,569,0.21,0.57,2012
8090,Outpatient care centers,1679000,1210108,81320,95073,6.72,7.86,2012
8170,Home health care services,1156000,943734,81745,92408,8.66,9.79,2012
8180,Other health care services,2921000,2228053,161869,183179,7.27,8.22,2012
8190,Hospitals,8105000,6081950,856284,961234,14.08,15.8,2012
8270,Nursing care facilities,2316000,1721830,124520,147282,7.23,8.55,2012
8290,"Residential care facilities, without nursing",1008000,703048,39680,47454,5.64,6.75,2012
8370,Individual and family services,1880000,1386492,187061,199592,13.49,14.4,2012
8380,"Community food and housing, and emergency services",168000,120699,6423,7506,5.32,6.22,2012
8390,Vocational rehabilitation services,222000,155216,13145,13287,8.47,8.56,2012
8470,Child day care services,1460000,1137303,36514,45727,3.21,4.02,2012
16000,"ARTS, ENTERTAINMENT, & RECREATION",3312000,2472121,181984,201117,7.36,8.14,2012
8560,"Independent artists, performing arts, spectator sports, & related industrie",535000,455084,58729,65629,12.91,14.42,2012
8570,"Museums, art galleries, historical sites, and similar institutions",471000,329490,45783,51165,13.9,15.53,2012
8580,Bowling centers,57000,40452,290,290,0.72,0.72,2012
8590,"Other amusement, gambling, and recreation industries",2249000,1647093,77182,84031,4.69,5.1,2012
17000,ACCOMODATION & FOOD SERVICES,12078000,9750394,195790,243230,2.01,2.49,2012
8660,Traveler accommodation,1846000,1282515,90538,103621,7.06,8.08,2012
8670,"Recreational vehicle parks and camps, and rooming and boarding houses",123000,84422,1083,1083,1.28,1.28,2012
8680,Restaurants and other food services,9818000,8167594,101471,135828,1.24,1.66,2012
8690,"Drinking places, alcoholic beverages",291000,215862,2696,2696,1.25,1.25,2012
18000,"OTHER SERVICES, EXC. PUBLIC ADMIN.",7419000,5789870,155571,187128,2.69,3.23,2012
8770,Automotive repair and maintenance,1120000,918925,17492,18602,1.9,2.02,2012
8780,Car washes,148000,129484,1186,1186,0.92,0.92,2012
8790,Electronic and precision equipment repair and maintenance,154000,133514,5116,5116,3.83,3.83,2012
8870,Commercial and industrial machinery and equipment repair and maintenance,374000,300501,26547,26851,8.83,8.94,2012
8880,Personal and household goods repair and maintenance,111000,90075,1087,1087,1.21,1.21,2012
8970,Barber shops,75000,74032,1150,2181,1.55,2.95,2012
8980,Beauty salons,731000,586557,3416,4931,0.58,0.84,2012
8990,Nail salons and other personal care services,338000,301379,1641,3699,0.54,1.23,2012
9070,Drycleaning and laundry services,359000,288145,10720,13578,3.72,4.71,2012
9080,"Funeral homes, cemeteries, and crematories",144000,105693,911,911,0.86,0.86,2012
9090,Other personal services,299000,239932,14666,17476,6.11,7.28,2012
9160,Religious organizations,1360000,1053795,9390,16623,0.89,1.58,2012
9170,"Civic, social, advocacy organizations, and grantmaking and giving services",996000,640444,6233,16256,0.97,2.54,2012
9180,Labor unions,87000,53363,44024,44527,82.5,83.44,2012
9190,"Business, professional, political, and similar organizations",240000,152604,1724,2957,1.13,1.94,2012
9290,Private households,883000,721420,10261,11140,1.42,1.54,2012
19000,PUBLIC ADMINISTRATION,9337000,6681104,2129758,2319592,31.88,34.72,2012
9370,Executive offices and legislative bodies,1471000,1015528,217734,235844,21.44,23.22,2012
9380,Public finance activities,501000,363044,93343,108493,25.71,29.88,2012
9390,Other general government and support,187000,142372,32159,40004,22.59,28.1,2012
9470,"Justice, public order, and safety activities",3414000,2674216,1194015,1258984,44.65,47.08,2012
9480,Administration of human resource programs,1335000,930805,274811,313041,29.52,33.63,2012
9490,Administration of environmental quality and housing programs,503000,295378,72235,80798,24.46,27.35,2012
9570,Administration of economic programs and space research,868000,558800,149224,161811,26.7,28.96,2012
9590,National security and international affairs,1058000,700957,96234,120613,13.73,17.21,2012
